column_name,use,description,data_type,num_missing_values,num_unique_values
PV7MCSS,,Plausible Value 7 in Content Subscale of Mathematics - Space and Shape,numeric,0,6557
PV8MCSS,,Plausible Value 8 in Content Subscale of Mathematics - Space and Shape,numeric,0,6544
PV9MCSS,,Plausible Value 9 in Content Subscale of Mathematics - Space and Shape,numeric,0,6558
PV10MCSS,,Plausible Value 10 in Content Subscale of Mathematics - Space and Shape,numeric,0,6556
PV1MCUD,,Plausible Value 1 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6547
PV2MCUD,,Plausible Value 2 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6556
PV3MCUD,,Plausible Value 3 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6551
PV4MCUD,,Plausible Value 4 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6540
PV5MCUD,,Plausible Value 5 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6567
PV6MCUD,,Plausible Value 6 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6549
PV7MCUD,,Plausible Value 7 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6556
PV8MCUD,,Plausible Value 8 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6558
PV9MCUD,,Plausible Value 9 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6549
PV10MCUD,,Plausible Value 10 in Content Subscale of Mathematics - Uncertainty and Data,numeric,0,6557
PV1MPEM,,"Plausible Value 1 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6552
PV2MPEM,,"Plausible Value 2 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6560
PV3MPEM,,"Plausible Value 3 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6551
PV4MPEM,,"Plausible Value 4 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6552
PV5MPEM,,"Plausible Value 5 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6549
PV6MPEM,,"Plausible Value 6 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6562
PV7MPEM,,"Plausible Value 7 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6548
PV8MPEM,,"Plausible Value 8 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6556
PV9MPEM,,"Plausible Value 9 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6553
PV10MPEM,,"Plausible Value 10 in Process Subscale of Mathematics - Employing Mathematical Concepts, Facts, and Procedures",numeric,0,6555
PV1MPFS,,Plausible Value 1 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6555
PV2MPFS,,Plausible Value 2 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6565
PV3MPFS,,Plausible Value 3 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6552
PV4MPFS,,Plausible Value 4 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6555
PV5MPFS,,Plausible Value 5 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6552
PV6MPFS,,Plausible Value 6 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6552
PV7MPFS,,Plausible Value 7 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6548
PV8MPFS,,Plausible Value 8 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6555
PV9MPFS,,Plausible Value 9 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6566
PV10MPFS,,Plausible Value 10 in Process Subscale of Mathematics - Formulating Situations Mathematically,numeric,0,6551
PV1MPIN,,"Plausible Value 1 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6545
PV2MPIN,,"Plausible Value 2 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6551
PV3MPIN,,"Plausible Value 3 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6567
PV4MPIN,,"Plausible Value 4 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6559
PV5MPIN,,"Plausible Value 5 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6552
PV6MPIN,,"Plausible Value 6 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6563
PV7MPIN,,"Plausible Value 7 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6555
PV8MPIN,,"Plausible Value 8 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6542
PV9MPIN,,"Plausible Value 9 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6549
PV10MPIN,,"Plausible Value 10 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",numeric,0,6554
PV1MPRE,,Plausible Value 1 in Process Subscale of Mathematics - Reasoning,numeric,0,6542
PV2MPRE,,Plausible Value 2 in Process Subscale of Mathematics - Reasoning,numeric,0,6547
PV3MPRE,,Plausible Value 3 in Process Subscale of Mathematics - Reasoning,numeric,0,6536
PV4MPRE,,Plausible Value 4 in Process Subscale of Mathematics - Reasoning,numeric,0,6553
PV5MPRE,,Plausible Value 5 in Process Subscale of Mathematics - Reasoning,numeric,0,6550
PV6MPRE,,Plausible Value 6 in Process Subscale of Mathematics - Reasoning,numeric,0,6560
PV7MPRE,,Plausible Value 7 in Process Subscale of Mathematics - Reasoning,numeric,0,6553
PV8MPRE,,Plausible Value 8 in Process Subscale of Mathematics - Reasoning,numeric,0,6556
PV9MPRE,,Plausible Value 9 in Process Subscale of Mathematics - Reasoning,numeric,0,6540
PV10MPRE,,Plausible Value 10 in Process Subscale of Mathematics - Reasoning,numeric,0,6546
SENWT,,Senate Weight (sum of 5000 per country),numeric,0,442
VER_DAT,,Date of the database creation,character,0,4
